timer,roll,pitch,yaw,accel_x,accel_y,accel_z,posx,posy,posz
  0.52707, 0.09721, 0.07247, 2.87638,  0.04054, -0.04011, -0.42012, -0.00405, -0.01052, -0.05739
  0.52814, 0.09720, 0.07249, 2.87624,  0.04506, -0.03778, -0.42269, -0.00405, -0.01055, -0.05763
  0.52921, 0.09719, 0.07255, 2.87610,  0.05892, -0.03550, -0.43038, -0.00405, -0.01059, -0.05787
  0.53031, 0.09718, 0.07260, 2.87596,  0.06314, -0.03567, -0.45085, -0.00406, -0.01062, -0.05811
  0.53139, 0.09716, 0.07266, 2.87582,  0.06258, -0.03585, -0.46110, -0.00406, -0.01066, -0.05835
  0.53248, 0.09713, 0.07270, 2.87570,  0.05260, -0.02892, -0.45087, -0.00406, -0.01069, -0.05859
  0.53356, 0.09711, 0.07271, 2.87558,  0.04046, -0.03156, -0.44320, -0.00406, -0.01073, -0.05883
  0.53464, 0.09712, 0.07274, 2.87543,  0.04264, -0.04828, -0.42534, -0.00406, -0.01076, -0.05907
  0.53571, 0.09714, 0.07275, 2.87529,  0.04007, -0.05048, -0.41004, -0.00407, -0.01080, -0.05932
  0.53679, 0.09716, 0.07276, 2.87515,  0.03518, -0.05029, -0.40751, -0.00407, -0.01084, -0.05956
  0.53786, 0.09718, 0.07279, 2.87501,  0.04452, -0.05486, -0.42033, -0.00407, -0.01087, -0.05980
  0.53893, 0.09722, 0.07283, 2.87491,  0.05367, -0.06170, -0.41529, -0.00407, -0.01091, -0.06005
  0.54406, 0.09727, 0.07288, 2.87483,  0.05558, -0.06603, -0.40770, -0.00407, -0.01095, -0.06034
  0.54440, 0.09730, 0.07293, 2.87480,  0.05748, -0.05852, -0.42310, -0.00407, -0.01099, -0.06062
  0.54473, 0.09731, 0.07296, 2.87480,  0.05000, -0.05356, -0.44358, -0.00408, -0.01103, -0.06090
  0.54508, 0.09732, 0.07298, 2.87483,  0.04500, -0.04869, -0.44871, -0.00408, -0.01107, -0.06116
  0.54542, 0.09732, 0.07300, 2.87488,  0.04241, -0.04387, -0.43339, -0.00408, -0.01110, -0.06142
  0.54576, 0.09733, 0.07302, 2.87493,  0.04219, -0.04620, -0.42064, -0.00408, -0.01114, -0.06167
  0.54610, 0.09734, 0.07306, 2.87499,  0.04903, -0.04611, -0.41301, -0.00408, -0.01118, -0.06192
  0.54643, 0.09735, 0.07309, 2.87505,  0.04871, -0.04839, -0.41560, -0.00408, -0.01121, -0.06215
  0.54677, 0.09737, 0.07310, 2.87512,  0.03900, -0.05066, -0.43351, -0.00408, -0.01124, -0.06238
  0.54710, 0.09737, 0.07310, 2.87520,  0.03419, -0.04817, -0.44374, -0.00408, -0.01127, -0.06259
  0.54744, 0.09737, 0.07311, 2.87529,  0.03653, -0.04338, -0.44630, -0.00409, -0.01130, -0.06280
  0.54777, 0.09737, 0.07311, 2.87538,  0.03176, -0.04338, -0.44374, -0.00409, -0.01133, -0.06301
  0.54811, 0.09739, 0.07310, 2.87546,  0.02941, -0.05280, -0.42331, -0.00409, -0.01136, -0.06320
  0.54844, 0.09742, 0.07310, 2.87554,  0.02707, -0.05257, -0.40544, -0.00409, -0.01139, -0.06338
  0.54878, 0.09743, 0.07309, 2.87562,  0.02949, -0.04997, -0.40291, -0.00409, -0.01141, -0.06356
  0.54912, 0.09746, 0.07310, 2.87569,  0.03187, -0.05452, -0.40804, -0.00409, -0.01144, -0.06373
  0.55019, 0.09748, 0.07309, 2.87577,  0.02952, -0.05429, -0.42084, -0.00409, -0.01146, -0.06390
  0.55127, 0.09751, 0.07308, 2.87584,  0.02485, -0.05405, -0.42085, -0.00409, -0.01149, -0.06406
  0.55236, 0.09754, 0.07306, 2.87592,  0.02262, -0.05850, -0.41066, -0.00409, -0.01151, -0.06423
  0.55344, 0.09760, 0.07305, 2.87597,  0.02276, -0.06758, -0.40814, -0.00409, -0.01154, -0.06440
  0.55451, 0.09766, 0.07304, 2.87602,  0.02524, -0.07175, -0.39798, -0.00409, -0.01155, -0.06453
  0.55559, 0.09772, 0.07303, 2.87608,  0.02531, -0.06639, -0.39036, -0.00409, -0.01157, -0.06466
  0.55667, 0.09776, 0.07304, 2.87613,  0.03243, -0.06113, -0.39297, -0.00409, -0.01159, -0.06480
  0.55774, 0.09780, 0.07305, 2.87619,  0.03707, -0.05598, -0.40067, -0.00409, -0.01161, -0.06495
  0.55882, 0.09784, 0.07306, 2.87625,  0.03460, -0.06042, -0.42627, -0.00409, -0.01164, -0.06511
  0.55989, 0.09788, 0.07307, 2.87630,  0.03455, -0.06716, -0.43910, -0.00409, -0.01166, -0.06527
  0.56096, 0.09792, 0.07308, 2.87636,  0.03684, -0.05961, -0.43914, -0.00409, -0.01169, -0.06545
